MovieID;Title;Genres
1659;Hurricane Streets (1998);128
1660;Eve's Bayou (1997);128
1661;Switchback (1997);32768
1662;Gang Related (1997);32
1663;Stripes (1981);16
1664;N�nette et Boni (1996);128
1665;Bean (1997);16
1666;Hugo Pool (1997);8192
1667;Mad City (1997);129
1668;One Night Stand (1997);128
1669;Tango Lesson, The (1997);8192
1670;Welcome To Sarajevo (1997);65664
1671;Deceiver (1997);32
1672;Rainmaker, The (1997);128
1673;Boogie Nights (1997);128
1674;Witness (1985);41088
1675;Incognito (1997);32800
1676;Starship Troopers (1997);81923
1677;Critical Care (1997);16
1678;Joy Luck Club, The (1993);128
1679;Chairman of the Board (1998);16
1680;Sliding Doors (1998);8320
1681;Mortal Kombat: Annihilation (1997);3
1682;Truman Show, The (1998);128
1683;Wings of the Dove, The (1997);41088
1684;Mrs. Dalloway (1997);8192
1685;I Love You, I Love You Not (1996);8192
1686;Red Corner (1997);32800
1687;Jackal, The (1997);32769
1688;Anastasia (1997);2060
1689;Man Who Knew Too Little, The (1997);4112
1690;Alien: Resurrection (1997);17409
1692;Alien Escape (1995);17408
1693;Amistad (1997);128
1694;Apostle, The (1997);128
1695;Artemisia (1997);128
1696;Bent (1997);65664
1697;Big Bang Theory, The (1994);32
1698;Boys, Les (1997);16
1699;Butcher Boy, The (1998);128
1701;Deconstructing Harry (1997);144
1702;Flubber (1997);280
1703;For Richer or Poorer (1997);16
1704;Good Will Hunting (1997);128
1705;Guy (1996);128
1706;Harlem River Drive (1996);128
1707;Home Alone 3 (1997);24
1708;Ill Gotten Gains (1997);128
1709;Legal Deceit (1997);32768
1710;Man of Her Dreams (1996);128
1711;Midnight in the Garden of Good and Evil (1997);4272
1713;Mouse Hunt (1997);24
1714;Never Met Picasso (1996);8192
1715;Office Killer (1997);32768
1716;Other Voices, Other Rooms (1997);128
1717;Scream 2 (1997);33792
1718;Stranger in the House (1997);32768
1719;Sweet Hereafter, The (1997);128
1720;Time Tracers (1995);16387
1721;Titanic (1997);8320
1722;Tomorrow Never Dies (1997);40961
1723;Twisted (1996);144
1724;Full Speed (1996);128
1725;Education of Little Tree, The (1997);128
1726;Postman, The (1997);128
1727;Horse Whisperer, The (1998);128
1728;Winter Guest, The (1997);128
1729;Jackie Brown (1997);160
1730;Kundun (1997);128
1731;Mr. Magoo (1997);16
1732;Big Lebowski, The (1998);36912
1733;Afterglow (1997);8320
1734;My Life in Pink (Ma vie en rose) (1997);144
1735;Great Expectations (1998);8320
1738;Vermin (1998);16
1739;3 Ninjas: High Noon On Mega Mountain (1998);9
1740;Men of Means (1998);129
1741;Midaq Alley (Callej�n de los milagros, El) (1995);128
1742;Caught Up (1998);32
1743;Arguing the World (1996);64
1744;Firestorm (1998);32771
1746;Senseless (1998);16
1747;Wag the Dog (1997);144
1748;Dark City (1998);49664
1749;Leading Man, The (1996);8192
1750;Star Kid (1997);16650
1752;Hard Rain (1998);32769
1753;Half Baked (1998);16
1754;Fallen (1998);36865
1755;Shooting Fish (1997);8192
1756;Prophecy II, The (1998);1024
1757;Duoluo tianshi (1995);128
1758;Dangerous Beauty (1998);128
1759;Four Days in September (1997);128
1760;Spice World (1997);2064
1762;Deep Rising (1998);17409
1764;Tainted (1998);32784
1765;Letter From Death Row, A (1998);160
1767;Music From Another Room (1998);8320
1768;Mat' i syn (1997);128
1769;Replacement Killers, The (1998);32769
1770;B. Monkey (1998);40960
1771;Night Flier (1997);1024
1772;Blues Brothers 2000 (1998);2065
1773;Tokyo Fist (1995);129
1774;Mass Transit (1998);144
1776;Ride (1998);128
1777;Wedding Singer, The (1998);8208
1779;Sphere (1998);49154
1780;Ayn Rand: A Sense of Life (1997);64
1781;Further Gesture, A (1996);128
1782;Little City (1998);8208
1783;Palmetto (1998);37376
1784;As Good As It Gets (1997);144
1785;King of New York (1990);33
1787;Paralyzing Fear: The Story of Polio in America, A (1998);64
1788;Men With Guns (1997);129
1789;Sadness of Sex, The (1995);128
1791;Twilight (1998);160
1792;U.S. Marshalls (1998);32769
1793;Welcome to Woop-Woop (1997);16
1794;Love and Death on Long Island (1997);144
1795;Callej�n de los milagros, El (1995);128
1796;In God's Hands (1998);129
1797;Everest (1998);64
1798;Hush (1998);32768
1799;Suicide Kings (1997);160
1801;Man in the Iron Mask, The (1998);8321
1804;Newton Boys, The (1998);160
1805;Wild Things (1998);37024
1806;Paulie (1998);26
1807;Cool Dry Place, A (1998);128
1809;Hana-bi (1997);176
1810;Primary Colors (1998);128
1811;Niagara, Niagara (1997);128
1812;Wide Awake (1998);152
1814;Price Above Rubies, A (1998);128
1815;Eden (1997);128
1816;Two Girls and a Guy (1997);144
1817;No Looking Back (1998);8336
1819;Storefront Hitchcock (1997);128
1820;Proposition, The (1998);128
1821;Object of My Affection, The (1998);8208
1822;Meet the Deedles (1998);24
1824;Homegrown (1998);32784
1825;Player's Club, The (1998);129
1826;Barney's Great Adventure (1998);10
1827;Big One, The (1997);80
1829;Chinese Box (1997);8320
1830;Follow the Bitch (1998);16
1831;Lost in Space (1998);49153
1832;Heaven's Burning (1997);129
1833;Mercury Rising (1998);32897
1834;Spanish Prisoner, The (1997);32896
1835;City of Angels (1998);8192
1836;Last Days of Disco, The (1998);128
1837;Odd Couple II, The (1998);16
1839;My Giant (1998);16
1840;He Got Game (1998);128
1841;Gingerbread Man, The (1998);32896
1842;Illtown (1996);160
1843;Slappy and the Stinkers (1998);24
1844;Live Flesh (1997);128
1845;Zero Effect (1998);32784
1846;Nil By Mouth (1997);128
1847;Ratchet (1996);32896
1848;Borrowers, The (1997);282
1849;Prince Valiant (1997);2
1850;I Love You, Don't Touch Me! (1998);8320
1851;Leather Jacket Love Story (1997);8320
1852;Love Walked In (1998);32896
1853;Alan Smithee Film: Burn Hollywood Burn, An (1997);16
1854;Kissing a Fool (1998);8208
1855;Krippendorf's Tribe (1998);16
1856;Kurt & Courtney (1998);2112
1857;Real Blonde, The (1997);16
1858;Mr. Nice Guy (1997);17
1859;Taste of Cherry (1997);128
1860;Character (Karakter) (1997);128
1861;Junk Mail (1997);32784
1862;Species II (1998);17408
1863;Major League: Back to the Minors (1998);16
1864;Sour Grapes (1998);16
1865;Wild Man Blues (1998);64
1866;Big Hit, The (1998);17
1867;Tarzan and the Lost City (1998);3
1868;Truce, The (1996);65664
1869;Black Dog (1998);32769
1870;Dancer, Texas Pop. 81 (1998);144
1871;Friend of the Deceased, A (1997);144
1872;Go Now (1995);128
1873;Mis�rables, Les (1998);128
1874;Still Breathing (1997);8208
1875;Clockwatchers (1997);16
1876;Deep Impact (1998);49281
1877;Little Men (1998);128
1878;Woo (1998);8208
1879;Hanging Garden, The (1997);128
1880;Lawn Dogs (1997);128
1881;Quest for Camelot (1998);270
1882;Godzilla (1998);16385
1883;Bulworth (1998);16
1884;Fear and Loathing in Las Vegas (1998);144
1885;Opposite of Sex, The (1998);144
1886;I Got the Hook Up (1998);16
1887;Almost Heroes (1998);18
1888;Hope Floats (1998);8336
1889;Insomnia (1997);32768
1890;Little Boy Blue (1997);128
1891;Ugly, The (1997);33792
1892;Perfect Murder, A (1998);36864
1893;Beyond Silence (1996);128
1894;Six Days Seven Nights (1998);8210
1895;Can't Hardly Wait (1998);8336
1896;Cousin Bette (1998);16
1897;High Art (1998);8320
1898;Land Girls, The (1998);65664
1899;Passion in the Desert (1998);130
1900;Children of Heaven, The (Bacheha-Ye Aseman) (1997);128
1901;Dear Jesse (1997);64
1902;Dream for an Insomniac (1996);8320
1903;Hav Plenty (1997);16
1904;Henry Fool (1997);144
1905;Marie Baie Des Anges (1997);128
1906;Mr. Jealousy (1997);8208
1907;Mulan (1998);12
1908;Resurrection Man (1998);32896
1909;X-Files: Fight the Future, The (1998);53248
1910;I Went Down (1997);49
1911;Doctor Dolittle (1998);16
1912;Out of Sight (1998);8225
1913;Picnic at Hanging Rock (1975);4224
1914;Smoke Signals (1998);144
1915;Voyage to the Beginning of the World (1997);128
1916;Buffalo 66 (1998);145
1917;Armageddon (1998);49155
1918;Lethal Weapon 4 (1998);177
1919;Madeline (1998);24
1920;Small Soldiers (1998);65804
1921;Pi (1998);49152
1922;Whatever (1998);128
1923;There's Something About Mary (1998);16
1924;Plan 9 from Outer Space (1958);17408
1925;Wings (1927);73856
1926;Broadway Melody, The (1929);2048
1927;All Quiet on the Western Front (1930);65536
1928;Cimarron (1931);131072
1929;Grand Hotel (1932);128
1930;Cavalcade (1933);128
1931;Mutiny on the Bounty (1935);2
1932;Great Ziegfeld, The (1936);2048
1933;Life of �mile Zola, The (1937);128
1934;You Can't Take It With You (1938);16
1935;How Green Was My Valley (1941);128
1936;Mrs. Miniver (1942);65664
1937;Going My Way (1944);16
1938;Lost Weekend, The (1945);128
1939;Best Years of Our Lives, The (1946);65664
1940;Gentleman's Agreement (1947);128
1941;Hamlet (1948);128
1942;All the King's Men (1949);128
1943;Greatest Show on Earth, The (1952);128
1944;From Here to Eternity (1953);73856
1945;On the Waterfront (1954);160
1946;Marty (1955);8320
1947;West Side Story (1961);10240
1948;Tom Jones (1963);16
1949;Man for All Seasons, A (1966);128
1950;In the Heat of the Night (1967);4224
1951;Oliver! (1968);2048
1952;Midnight Cowboy (1969);128
1953;French Connection, The (1971);32929
1954;Rocky (1976);129
1955;Kramer Vs. Kramer (1979);128
1956;Ordinary People (1980);128
1957;Chariots of Fire (1981);128
1958;Terms of Endearment (1983);144
1959;Out of Africa (1985);8320
1960;Last Emperor, The (1987);65664
1961;Rain Man (1988);128
1962;Driving Miss Daisy (1989);128
1963;Take the Money and Run (1969);16
1964;Klute (1971);4224
1965;Repo Man (1984);16400
1966;Metropolitan (1990);16
1967;Labyrinth (1986);266
1968;Breakfast Club, The (1985);144
1969;Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985);1024
1970;Nightmare on Elm Street 3: Dream Warriors, A (1987);1024
1971;Nightmare on Elm Street 4: The Dream Master, A (1988);1024
1972;Nightmare on Elm Street 5: The Dream Child, A (1989);1024
1973;Freddy's Dead: The Final Nightmare (1991);1024
1974;Friday the 13th (1980);1024
1975;Friday the 13th Part 2 (1981);1024
1976;Friday the 13th Part 3: 3D (1982);1024
1977;Friday the 13th: The Final Chapter (1984);1024
1978;Friday the 13th Part V: A New Beginning (1985);1024
1979;Friday the 13th Part VI: Jason Lives (1986);1024
1980;Friday the 13th Part VII: The New Blood (1988);1024
1981;Friday the 13th Part VIII: Jason Takes Manhattan (1989);1024
1982;Halloween (1978);1024
1983;Halloween II (1981);1024
1984;Halloween III: Season of the Witch (1983);1024
1985;Halloween 4: The Return of Michael Myers (1988);1024
1986;Halloween 5: The Revenge of Michael Myers (1989);1024
1987;Prom Night (1980);1024
1988;Hello Mary Lou: Prom Night II (1987);1024
1989;Prom Night III: The Last Kiss (1989);1024
1990;Prom Night IV: Deliver Us From Evil (1992);1024
1991;Child's Play (1988);1024
1992;Child's Play 2 (1990);1024
1993;Child's Play 3 (1992);1024
1994;Poltergeist (1982);33792
1995;Poltergeist II: The Other Side (1986);33792
1996;Poltergeist III (1988);33792
1997;Exorcist, The (1973);1024
1998;Exorcist II: The Heretic (1977);1024
1999;Exorcist III, The (1990);1024
2000;Lethal Weapon (1987);177
2001;Lethal Weapon 2 (1989);177
2002;Lethal Weapon 3 (1992);177
2003;Gremlins (1984);1040
2004;Gremlins 2: The New Batch (1990);1040
2005;Goonies, The (1985);266
2006;Mask of Zorro, The (1998);8195
2007;Polish Wedding (1998);16
2008;This World, Then the Fireworks (1996);672
2009;Soylent Green (1973);49152
2010;Metropolis (1926);16384
2011;Back to the Future Part II (1989);16400
2012;Back to the Future Part III (1990);147472
2013;Poseidon Adventure, The (1972);3
2014;Freaky Friday (1977);24
2015;Absent Minded Professor, The (1961);280
2016;Apple Dumpling Gang Rides Again, The (1979);131096
2017;Babes in Toyland (1961);2312
2018;Bambi (1942);12
2019;Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954);129
2020;Dangerous Liaisons (1988);8320
2021;Dune (1984);16640
2022;Last Temptation of Christ, The (1988);128
2023;Godfather: Part III, The (1990);161
2024;Rapture, The (1991);4224
2025;Lolita (1997);8320
2026;Disturbing Behavior (1998);33792
2027;Mafia! (1998);48
2028;Saving Private Ryan (1998);65665
2029;Billy's Hollywood Screen Kiss (1997);8208
2030;East Palace West Palace (Dong gong xi gong) (1997);128
2031;$1,000,000 Duck (1971);24
2032;Barefoot Executive, The (1971);24
2033;Black Cauldron, The (1985);12
2034;Black Hole, The (1979);16384
2035;Blackbeard's Ghost (1968);24
2036;Blank Check (1994);24
2037;Candleshoe (1977);26
2038;Cat from Outer Space, The (1978);16408
2039;Cheetah (1989);10
2040;Computer Wore Tennis Shoes, The (1970);24
2041;Condorman (1981);27
2042;D2: The Mighty Ducks (1994);24
2043;Darby O'Gill and the Little People (1959);266
2044;Devil and Max Devlin, The (1981);16
2045;Far Off Place, A (1993);8330
2046;Flight of the Navigator (1986);16394
2047;Gnome-Mobile, The (1967);8
2048;Great Mouse Detective, The (1986);12
2049;Happiest Millionaire, The (1967);2064
2050;Herbie Goes Bananas (1980);26
2051;Herbie Goes to Monte Carlo (1977);26
2052;Hocus Pocus (1993);24
2053;Honey, I Blew Up the Kid (1992);16408
2054;Honey, I Shrunk the Kids (1989);16666
2055;Hot Lead and Cold Feet (1978);131088
2056;In Search of the Castaways (1962);10
2057;Incredible Journey, The (1963);10
2058;Negotiator, The (1998);32769
2059;Parent Trap, The (1998);136
2060;BASEketball (1998);16
2061;Full Tilt Boogie (1997);64
2062;Governess, The (1998);8320
2063;Seventh Heaven (Le Septi�me ciel) (1997);8320
2064;Roger & Me (1989);80
2065;Purple Rose of Cairo, The (1985);8336
2066;Out of the Past (1947);512
2067;Doctor Zhivago (1965);73856
2068;Fanny and Alexander (1982);128
2069;Trip to Bountiful, The (1985);128
2070;Tender Mercies (1983);128
2071;And the Band Played On (1993);128
2072;'burbs, The (1989);16
2073;Fandango (1985);16
2074;Night Porter, The (Il Portiere di notte) (1974);128
2075;Mephisto (1981);65664
2076;Blue Velvet (1986);4224
2077;Journey of Natty Gann, The (1985);10
2078;Jungle Book, The (1967);2076
2079;Kidnapped (1960);136
2080;Lady and the Tramp (1955);10268
2081;Little Mermaid, The (1989);10268
2082;Mighty Ducks, The (1992);24
2083;Muppet Christmas Carol, The (1992);2056
2084;Newsies (1992);2056
2085;101 Dalmatians (1961);12
2086;One Magic Christmas (1985);384
2087;Peter Pan (1953);2316
2088;Popeye (1980);2066
2089;Rescuers Down Under, The (1990);12
2090;Rescuers, The (1977);12
2091;Return from Witch Mountain (1978);16392
2092;Return of Jafar, The (1993);2060
2093;Return to Oz (1985);16650
2094;Rocketeer, The (1991);16387
2095;Shaggy D.A., The (1976);24
2096;Sleeping Beauty (1959);2060
2097;Something Wicked This Way Comes (1983);1032
2098;Son of Flubber (1963);24
2099;Song of the South (1946);2062
2100;Splash (1984);8464
2101;Squanto: A Warrior's Tale (1994);130
2102;Steamboat Willie (1940);2076
2103;Tall Tale (1994);10
2104;Tex (1982);128
2105;Tron (1982);16643
2106;Swing Kids (1993);65664
2107;Halloween: H20 (1998);33792
2108;L.A. Story (1991);8208
2109;Jerk, The (1979);16
2110;Dead Men Don't Wear Plaid (1982);32816
2111;Man with Two Brains, The (1983);16
2112;Grand Canyon (1991);160
2113;Graveyard Shift (1990);33792
2114;Outsiders, The (1983);128
2115;Indiana Jones and the Temple of Doom (1984);3
2116;Lord of the Rings, The (1978);16398
2117;Nineteen Eighty-Four (1984);16512
2118;Dead Zone, The (1983);33792
2119;Maximum Overdrive (1986);1024
2120;Needful Things (1993);1152
2121;Cujo (1983);33792
2122;Children of the Corn (1984);33792
2123;All Dogs Go to Heaven (1989);12
2124;Addams Family, The (1991);16
2125;Ever After: A Cinderella Story (1998);8320
2126;Snake Eyes (1998);36897
2127;First Love, Last Rites (1997);8320
2128;Safe Men (1998);16
2129;Saltmen of Tibet, The (1997);64
2130;Atlantic City (1980);8352
2131;Autumn Sonata (H�stsonaten ) (1978);128
2132;Who's Afraid of Virginia Woolf? (1966);128
2133;Adventures in Babysitting (1987);18
2134;Weird Science (1985);16
2135;Doctor Dolittle (1967);2050
2136;Nutty Professor, The (1963);16
2137;Charlotte's Web (1973);12
2138;Watership Down (1978);396
2139;Secret of NIMH, The (1982);12
2140;Dark Crystal, The (1982);16648
2141;American Tail, An (1986);28
2142;American Tail: Fievel Goes West, An (1991);28
2143;Legend (1985);8450
2144;Sixteen Candles (1984);16
2145;Pretty in Pink (1986);8336
2146;St. Elmo's Fire (1985);8320
2147;Clan of the Cave Bear, The (1986);128
2148;House (1986);1040
2149;House II: The Second Story (1987);1040
2150;Gods Must Be Crazy, The (1980);16
2151;Gods Must Be Crazy II, The (1989);16
2152;Air Bud: Golden Receiver (1998);24
2153;Avengers, The (1998);3
2154;How Stella Got Her Groove Back (1998);8320
2155;Slums of Beverly Hills, The (1998);16
2156;Best Man, The (Il Testimone dello sposo) (1997);144
2157;Chambermaid on the Titanic, The (1998);8192
2158;Henry: Portrait of a Serial Killer, Part 2 (1996);1056
2159;Henry: Portrait of a Serial Killer (1990);1056
2160;Rosemary's Baby (1968);33792
2161;NeverEnding Story, The (1984);266
2162;NeverEnding Story II: The Next Chapter, The (1990);266
2163;Attack of the Killer Tomatoes! (1980);1040
2164;Surf Nazis Must Die (1987);128
2165;Your Friends and Neighbors (1998);128
2166;Return to Paradise (1998);8320
2167;Blade (1998);1027
2168;Dance with Me (1998);8320
2169;Dead Man on Campus (1998);16
2170;Wrongfully Accused (1998);17
2171;Next Stop, Wonderland (1998);8336
2172;Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998);16
2173;Navigator: A Mediaeval Odyssey, The (1988);16642
2174;Beetlejuice (1988);272
2175;D�j� Vu (1997);8320
2176;Rope (1948);32768
2177;Family Plot (1976);32784
2178;Frenzy (1972);32768
2179;Topaz (1969);32768
2180;Torn Curtain (1966);32768
2181;Marnie (1964);32768
2182;Wrong Man, The (1956);33408
2183;Man Who Knew Too Much, The (1956);32768
2184;Trouble with Harry, The (1955);36864
2185;I Confess (1953);32768
2186;Strangers on a Train (1951);33280
2187;Stage Fright (1950);36864
2188;54 (1998);128
2189;I Married A Strange Person (1997);4
2190;Why Do Fools Fall In Love? (1998);128
2191;Merry War, A (1997);16
2192;See the Sea (Regarde la mer) (1997);128
2193;Willow (1988);259
2194;Untouchables, The (1987);161
2195;Dirty Work (1998);16
2196;Knock Off (1998);1
2197;Firelight (1997);128
2198;Modulations (1998);64
2199;Phoenix (1998);160
2200;Under Capricorn (1949);128
2201;Paradine Case, The (1947);128
2202;Lifeboat (1944);98432
2203;Shadow of a Doubt (1943);33280
2204;Saboteur (1942);32768
2205;Mr. & Mrs. Smith (1941);16
2206;Suspicion (1941);36864
2207;Jamaica Inn (1939);128
2208;Lady Vanishes, The (1938);45072
2209;Young and Innocent (1937);32800
2210;Sabotage (1936);32768
2211;Secret Agent (1936);32768
2212;Man Who Knew Too Much, The (1934);32768
2213;Waltzes from Vienna (1933);2064
2214;Number Seventeen (1932);32768
2215;Rich and Strange (1932);8208
2216;Skin Game, The (1931);128
2217;Elstree Calling (1930);2064
2218;Juno and Paycock (1930);128
2219;Murder! (1930);36864
2220;Manxman, The (1929);128
2221;Blackmail (1929);32768
2222;Champagne (1928);16
2223;Farmer's Wife, The (1928);16
2224;Downhill (1927);128
2225;Easy Virtue (1927);128
2226;Ring, The (1927);128
2227;Lodger, The (1926);32768
2228;Mountain Eagle, The (1926);128
2229;Pleasure Garden, The (1925);128
2230;Always Tell Your Wife (1923);16
2231;Rounders (1998);160
2232;Cube (1997);49152
2233;Digging to China (1998);128
2234;Let's Talk About Sex (1998);128
2235;One Man's Hero (1999);65664
2236;Simon Birch (1998);128
2237;Without Limits (1998);128
2238;Seven Beauties (Pasqualino Settebellezze) (1976);144
2239;Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975);144
2240;My Bodyguard (1980);128
2241;Class (1983);16
2242;Grandview, U.S.A. (1984);128
2243;Broadcast News (1987);8336
2244;Allnighter, The (1987);8208
2245;Working Girl (1988);144
2246;Stars and Bars (1988);16
2247;Married to the Mob (1988);16
2248;Say Anything... (1989);8336
2249;My Blue Heaven (1990);16
2250;Men Don't Leave (1990);128
2251;Cabinet of Dr. Ramirez, The (1991);16
2252;Hero (1992);144
2253;Toys (1992);273
2254;Choices (1981);128
2255;Young Doctors in Love (1982);16
2256;Parasite (1982);17408
2257;No Small Affair (1984);8208
2258;Master Ninja I (1984);1
2259;Blame It on Rio (1984);8208
2260;Wisdom (1986);33
2261;One Crazy Summer (1986);16
2262;About Last Night... (1986);8336
2263;Seventh Sign, The (1988);32768
2264;We're No Angels (1989);128
2265;Nothing But Trouble (1991);18
2266;Butcher's Wife, The (1991);8208
2267;Mortal Thoughts (1991);36864
2268;Few Good Men, A (1992);160
2269;Indecent Proposal (1993);128
2270;Century of Cinema, A (1994);64
2271;Permanent Midnight (1998);128
2272;One True Thing (1998);128
2273;Rush Hour (1998);32769
2274;Lilian's Story (1995);128
2275;Six-String Samurai (1998);16387
2276;Soldier's Daughter Never Cries, A (1998);128
2277;Somewhere in the City (1997);128
2278;Ronin (1998);32801
2279;Urban Legend (1998);33792
2280;Clay Pigeons (1998);32
2281;Monument Ave. (1998);32
2282;Pecker (1998);144
2283;Sheltering Sky, The (1990);128
2284;Bandit Queen (1994);128
2285;If.... (1968);128
2286;Fiendish Plot of Dr. Fu Manchu, The (1980);16
2287;Them! (1954);114688
2288;Thing, The (1982);50177
2289;Player, The (1992);144
2290;Stardust Memories (1980);144
2291;Edward Scissorhands (1990);8320
2292;Overnight Delivery (1996);8192
2293;Shadrach (1998);128
2294;Antz (1998);12
2295;Impostors, The (1998);16
2296;Night at the Roxbury, A (1998);16
2297;What Dreams May Come (1998);8320
2298;Strangeland (1998);32768
2299;Battle of the Sexes, The (1959);16
2300;Producers, The (1968);2064
2301;History of the World: Part I (1981);16
2302;My Cousin Vinny (1992);16
2303;Nashville (1975);2176
2304;Love Is the Devil (1998);128
2305;Slam (1998);128
2306;Holy Man (1998);16
2307;One Tough Cop (1998);129
2308;Detroit 9000 (1973);33
2309;Inheritors, The (Die Siebtelbauern) (1998);128
2310;Mighty, The (1998);128
2311;2010 (1984);20480
2312;Children of a Lesser God (1986);128
2313;Elephant Man, The (1980);128
2314;Beloved (1998);128
2315;Bride of Chucky (1998);33792
2316;Practical Magic (1998);8320
2317;Alarmist, The (1997);16
2318;Happiness (1998);16
2319;Reach the Rock (1997);16
2320;Apt Pupil (1998);32896
2321;Pleasantville (1998);16
2322;Soldier (1998);114691
2323;Cruise, The (1998);64
2324;Life Is Beautiful (La Vita � bella) (1997);144
2325;Orgazmo (1997);16
2326;Shattered Image (1998);32896
2327;Tales from the Darkside: The Movie (1990);1024
2328;Vampires (1998);1024
2329;American History X (1998);128
2330;Hands on a Hard Body (1996);64
2331;Living Out Loud (1998);8208
2332;Belly (1998);160
2333;Gods and Monsters (1998);128
2334;Siege, The (1998);32769
2335;Waterboy, The (1998);16
2336;Elizabeth (1998);128
2337;Velvet Goldmine (1998);128
2338;I Still Know What You Did Last Summer (1998);37888
2339;I'll Be Home For Christmas (1998);8208
2340;Meet Joe Black (1998);8192
2341;Dancing at Lughnasa (1998);128
2342;Hard Core Logo (1996);16
2343;Naked Man, The (1998);128
2344;Runaway Train (1985);32899
2345;Desert Bloom (1986);128
2346;Stepford Wives, The (1975);49152
2347;Pope of Greenwich Village, The (1984);1
2348;Sid and Nancy (1986);128
2349;Mona Lisa (1986);32784
2350;Heart Condition (1990);16
2351;Nights of Cabiria (Le Notti di Cabiria) (1957);128
2352;Big Chill, The (1983);144
2353;Enemy of the State (1998);32769
2354;Rugrats Movie, The (1998);28
2355;Bug's Life, A (1998);28
2356;Celebrity (1998);16
2357;Central Station (Central do Brasil) (1998);128
2358;Savior (1998);128
2359;Waking Ned Devine (1998);16
2360;Celebration, The (Festen) (1998);128
2361;Pink Flamingos (1972);16
2362;Glen or Glenda (1953);128
2363;Godzilla (Gojira) (1954);16385
2364;Godzilla (Gojira) (1984);16385
2365;King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);16385
2366;King Kong (1933);1027
2367;King Kong (1976);1027
2368;King Kong Lives (1986);1027
2369;Desperately Seeking Susan (1985);8208
2370;Emerald Forest, The (1985);131
2371;Fletch (1985);16
2372;Fletch Lives (1989);16
2373;Red Sonja (1985);3
2374;Gung Ho (1986);144
2375;Money Pit, The (1986);16
2376;View to a Kill, A (1985);1
2377;Lifeforce (1985);17408
2378;Police Academy (1984);16
2379;Police Academy 2: Their First Assignment (1985);16
2380;Police Academy 3: Back in Training (1986);16
2381;Police Academy 4: Citizens on Patrol (1987);16
2382;Police Academy 5: Assignment: Miami Beach (1988);16
2383;Police Academy 6: City Under Siege (1989);16
2384;Babe: Pig in the City (1998);24
2385;Home Fries (1998);8208
2386;Jerry Springer: Ringmaster (1998);128
2387;Very Bad Things (1998);48
2388;Steam: The Turkish Bath (Hamam) (1997);8320
2389;Psycho (1998);33824
2390;Little Voice (1998);16
2391;Simple Plan, A (1998);32800
2392;Jack Frost (1998);144
2393;Star Trek: Insurrection (1998);16385
2394;Prince of Egypt, The (1998);2052
2395;Rushmore (1998);16
2396;Shakespeare in Love (1998);8208
2397;Mass Appeal (1984);128
2398;Miracle on 34th Street (1947);128
2399;Santa Claus: The Movie (1985);266
2400;Prancer (1989);136
2401;Pale Rider (1985);131072
2402;Rambo: First Blood Part II (1985);65537
2403;First Blood (1982);1
2404;Rambo III (1988);65537
2405;Jewel of the Nile, The (1985);8211
2406;Romancing the Stone (1984);8211
2407;Cocoon (1985);16400
2408;Cocoon: The Return (1988);16400
2409;Rocky II (1979);129
2410;Rocky III (1982);129
2411;Rocky IV (1985);129
2412;Rocky V (1990);129
2413;Clue (1985);4112
2414;Young Sherlock Holmes (1985);4099
2415;Violets Are Blue... (1986);8320
2416;Back to School (1986);16
2417;Heartburn (1986);144
2418;Nothing in Common (1986);16
2419;Extremities (1986);32896
2420;Karate Kid, The (1984);128
2421;Karate Kid, Part II, The (1986);131
2422;Karate Kid III, The (1989);131
2423;Christmas Vacation (1989);16
2424;You've Got Mail (1998);8208
2425;General, The (1998);32
2426;Theory of Flight, The (1998);8336
2427;Thin Red Line, The (1998);65665
2428;Faculty, The (1998);17408
2429;Mighty Joe Young (1998);138
2430;Mighty Joe Young (1949);138
2431;Patch Adams (1998);144
2432;Stepmom (1998);128
2433;Civil Action, A (1998);128
2434;Down in the Delta (1998);128
2435;Hurlyburly (1998);128
2436;Tea with Mussolini (1999);16
2437;Wilde (1997);128
2438;Outside Ozona (1998);32896
2439;Affliction (1997);128
2440;Another Day in Paradise (1998);128
2441;Hi-Lo Country, The (1998);131200
2442;Hilary and Jackie (1998);128
2443;Playing by Heart (1998);8320
2444;24 7: Twenty Four Seven (1997);144
2445;At First Sight (1999);128
2446;In Dreams (1999);32768
2447;Varsity Blues (1999);144
2448;Virus (1999);17408
2449;Garbage Pail Kids Movie, The (1987);10
2450;Howard the Duck (1986);16394
2451;Gate, The (1987);1024
2452;Gate II: Trespassers, The (1990);1024
2453;Boy Who Could Fly, The (1986);384
2454;Fly, The (1958);17408
2455;Fly, The (1986);17408
2456;Fly II, The (1989);17408
2457;Running Scared (1986);17
2458;Armed and Dangerous (1986);48
2459;Texas Chainsaw Massacre, The (1974);1024
2460;Texas Chainsaw Massacre 2, The (1986);1024
2461;Leatherface: Texas Chainsaw Massacre III (1990);1024
2462;Return of the Texas Chainsaw Massacre, The (1994);1024
2463;Ruthless People (1986);16
2464;Trick or Treat (1986);1024
2465;Deadly Friend (1986);1024
2466;Belizaire the Cajun (1986);128
